EDUCATION_LEV;INTENSITY;STAT_UNIT;FREQ;REF_SECTOR;COUNTERPART_SECTOR;EXPENDITURE_TYPE;BREAKDOWN_GROUP;TABLE_IDENTIFIER
ISCED11_02;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1312;_T;_T;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;INST_PUB;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;INST_PRIV_GOV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;INST_PRIV_IND;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;INST_PRIV;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;INST_T;DIR_EXP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;INST_T;CAP;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;S14;GRNT;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_2;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_44;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_45;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_4;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_34_44;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_35_45;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_3_4;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_6T8;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_5T8;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_54T84;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_55T85;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_9;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_T;_Z;EXP;A;S1313;S14;STU_LOAN;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_01;_Z;EXP;A;S1313;S14;TRF;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_02;_Z;EXP;A;S1313;S14;TRF;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_0;_Z;EXP;A;S1313;S14;TRF;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_1;_Z;EXP;A;S1313;S14;TRF;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_24;_Z;EXP;A;S1313;S14;TRF;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
ISCED11_25;_Z;EXP;A;S1313;S14;TRF;SUM_REF_SECT_CNTRP_SECT_EDL;FIN1
